id,sex,married,employment,income,digital1
296970,M,0,employed,37828.0,0.392
296971,F,1,employed,19722.0,0.482
296972,M,0,student,20731.0,0.346
296973,M,1,employed,22667.0,0.411
296974,M,1,employed,22207.0,0.067
296975,F,1,student,0.0,0.637
296976,M,1,retired,26991.0,0.194
296977,M,0,unemployed,28666.0,0.443
296978,F,0,unemployed,22313.0,0.646
296979,F,0,employed,44855.0,0.247
296980,F,1,employed,23816.0,0.197
296981,F,0,student,23448.0,0.364
296982,F,1,employed,19567.0,0.06
296983,F,1,employed,23152.0,0.374
296984,F,1,retired,14905.0,0.16
296985,F,0,student,15947.0,0.585
296986,F,0,student,8780.0,0.109
296987,M,1,unemployed,22176.0,0.44
296988,M,1,employed,31458.0,0.363
296989,M,0,employed,32694.0,0.268
296990,M,1,employed,31412.0,0.458
296991,M,1,unemployed,27064.0,0.168
296992,M,1,employed,29740.0,0.63
296993,F,0,student,9953.0,0.619
296994,F,0,student,9085.0,0.501
296995,F,0,student,0.0,0.254
296996,F,1,employed,39954.0,0.537
296997,F,1,employed,23184.0,0.166
296998,M,0,employed,38320.0,0.691
296999,F,0,employed,30520.0,0.481
297000,F,0,student,9322.0,0.729
297001,F,0,unemployed,23112.0,0.351
297002,M,0,employed,34248.0,0.359
297003,M,1,employed,18379.0,0.257
297004,M,1,employed,25083.0,0.458
297005,M,1,employed,21735.0,0.534
297006,M,1,employed,49028.0,0.5
297007,M,1,unemployed,23674.0,0.358
297008,F,0,student,11303.0,0.339
297009,M,1,employed,16408.0,0.056
297010,M,1,employed,37857.0,0.426
297011,M,0,student,0.0,0.674
297012,M,1,employed,23740.0,0.257
297013,F,0,employed,266222.0,0.437
297014,F,0,student,6372.0,0.273
297015,M,0,student,0.0,0.448
297016,M,0,employed,50444.0,0.331
297017,M,0,student,17341.0,0.362
297018,F,0,employed,56529.0,0.258
297019,F,0,student,13285.0,0.719
297020,F,1,retired,25270.0,0.204
297021,M,1,student,11631.0,0.694
297022,F,1,retired,64776.0,0.101
297023,F,1,unemployed,24539.0,0.315
297024,M,1,employed,24012.0,0.436
297025,M,1,employed,73713.0,0.06
297026,M,0,employed,18599.0,0.473
297027,M,0,employed,36122.0,0.428
297028,F,0,student,15576.0,0.564
297029,M,0,employed,268236.0,0.33
297030,M,0,student,19432.0,0.304
297031,M,1,unemployed,27514.0,0.141
297032,F,1,employed,23539.0,0.006
297033,M,1,employed,62686.0,0.5
297034,M,0,student,6064.0,0.455
297035,M,1,employed,43091.0,0.47
297036,M,1,employed,55897.0,0.706
297037,M,0,employed,27879.0,0.62
297038,F,1,unemployed,22998.0,0.603
297039,M,1,retired,31537.0,0.073
297040,M,0,employed,19606.0,0.446
297041,M,1,employed,119659.0,0.522
297042,M,0,student,0.0,0.693
297043,F,1,unemployed,21141.0,0.129
297044,M,1,employed,46499.0,0.386
297045,M,0,student,6876.0,0.87
297046,F,1,employed,20114.0,0.603
297047,F,1,employed,19121.0,0.033
297048,F,1,employed,76144.0,0.437
297049,F,0,retired,14450.0,0.26
297050,M,0,retired,50840.0,0.013
297051,M,0,retired,15488.0,0.04
297052,F,0,employed,25741.0,0.291
297053,M,1,retired,23092.0,0.206
297054,F,0,retired,31416.0,0.052
297055,F,1,retired,35159.0,0.164
297056,M,1,employed,33960.0,0.682
297057,F,0,student,12904.0,0.012
297058,F,0,student,4247.0,0.486
297059,M,1,employed,367590.0,0.207
297060,M,0,student,16331.0,0.403
297061,F,1,unemployed,20011.0,0.35
297062,M,0,retired,132570.0,0.246
297063,F,0,student,14693.0,0.343
297064,F,1,employed,46055.0,0.344
297065,M,1,employed,21390.0,0.349
297066,M,1,employed,25776.0,0.529
297067,F,1,employed,30091.0,0.436
297068,M,0,unemployed,24965.0,0.435
297069,F,1,retired,12956.0,0.207
297070,M,0,retired,23842.0,0.124
297071,F,1,employed,22458.0,0.603
297072,M,1,employed,183970.0,0.175
297073,M,1,employed,36265.0,0.543
297074,M,0,employed,37141.0,0.458
297075,F,1,unemployed,24079.0,0.497
297076,M,1,employed,23567.0,0.197
297077,F,1,employed,20490.0,0.116
297078,M,0,employed,107048.0,0.154
297079,F,1,employed,16184.0,0.286
297080,F,1,employed,33102.0,0.369
297081,M,1,employed,161800.0,0.471
297082,M,1,employed,47127.0,0.129
297083,M,0,unemployed,23796.0,0.29
297084,M,1,employed,30218.0,0.247
297085,M,0,employed,25814.0,0.17
297086,F,1,employed,39007.0,0.293
297087,M,1,employed,21333.0,0.616
297088,F,0,student,0.0,0.247
297089,M,0,employed,32510.0,0.53
297090,M,1,employed,18133.0,0.385
297091,M,1,employed,34589.0,0.453
297092,F,1,employed,20265.0,0.023
297093,M,0,employed,39835.0,0.225
297094,F,1,unemployed,23110.0,0.139
297095,F,1,employed,16732.0,0.434
297096,M,1,employed,12299.0,0.675
297097,M,0,employed,24159.0,0.322
297098,M,1,student,7197.0,0.547
297099,F,1,employed,16495.0,0.549
297100,F,1,employed,34090.0,0.212
297101,M,0,student,12906.0,0.305
297102,M,0,retired,28712.0,0.26
297103,M,0,employed,27409.0,0.702
297104,M,0,student,13548.0,0.676
297105,F,1,employed,17937.0,0.447
297106,F,0,employed,41257.0,0.547
297107,M,0,employed,21952.0,0.639
297108,F,0,retired,49421.0,0.069
297109,F,1,employed,17190.0,0.253
297110,M,1,employed,23835.0,0.329
297111,M,1,retired,20526.0,0.159
297112,M,0,employed,27395.0,0.48
297113,F,1,student,10249.0,0.935
297114,M,1,unemployed,25464.0,0.532
297115,M,0,employed,24392.0,0.392
297116,F,0,employed,37113.0,0.56
297117,F,0,retired,35575.0,0.263
297118,M,1,employed,21849.0,0.511
297119,M,0,employed,20538.0,0.661
297120,M,1,unemployed,27055.0,0.301
297121,M,0,student,7254.0,0.38
297122,F,0,student,12513.0,0.152
297123,M,1,employed,26078.0,0.361
297124,M,1,employed,54985.0,0.69
297125,F,0,unemployed,0.0,0.248
297126,M,1,employed,20772.0,0.313
297127,F,1,unemployed,0.0,0.359
297128,F,1,employed,22765.0,0.547
297129,M,1,employed,39652.0,0.383
297130,M,1,student,0.0,0.019
297131,M,0,employed,76278.0,0.244
297132,F,1,employed,45282.0,0.425
297133,M,1,employed,23629.0,0.233
297134,M,1,unemployed,0.0,0.603
297135,M,0,student,0.0,0.62
297136,F,1,employed,20347.0,0.259
297137,F,1,employed,16359.0,0.398
297138,M,1,employed,28980.0,0.602
297139,M,0,unemployed,26184.0,0.666
297140,F,1,employed,46522.0,0.624
297141,M,0,employed,57130.0,0.274
297142,F,0,student,14498.0,0.718
297143,M,0,unemployed,26461.0,0.546
297144,F,1,employed,18757.0,0.55
297145,M,1,employed,42673.0,0.423
297146,F,1,employed,18495.0,0.283
297147,F,1,unemployed,0.0,0.411
297148,M,0,retired,50664.0,0.216
297149,M,0,student,12296.0,0.678
297150,M,1,retired,16649.0,0.031
297151,M,0,student,0.0,0.751
297152,M,1,retired,41318.0,0.135
297153,M,0,student,13139.0,0.693
297154,M,0,employed,41897.0,0.596
297155,M,1,employed,29474.0,0.429
297156,F,0,student,21734.0,0.726
297157,M,0,student,0.0,0.337
297158,M,1,unemployed,23427.0,0.425
297159,M,1,employed,34425.0,0.093
297160,M,0,student,4435.0,0.647
297161,M,1,retired,28549.0,0.17
297162,M,0,employed,40779.0,0.385
297163,F,1,employed,25237.0,0.373
297164,M,1,employed,31525.0,0.436
297165,M,0,employed,894910.0,0.661
297166,M,1,employed,32423.0,0.186
297167,F,1,employed,65117.0,0.046
297168,F,0,retired,25776.0,0.251
297169,F,0,retired,142621.0,0.139
297170,F,0,retired,38595.0,0.033
297171,F,0,student,15837.0,0.938
297172,M,1,employed,22123.0,0.625
297173,F,1,employed,29358.0,0.102
297174,F,1,retired,40102.0,0.141
297175,M,1,employed,12460.0,0.353
297176,M,1,employed,30269.0,0.584
297177,M,1,employed,53246.0,0.455
297178,F,0,student,16260.0,0.45
297179,M,1,employed,9945.0,0.379
297180,M,1,employed,42486.0,0.534
297181,F,0,employed,18188.0,0.368
297182,F,0,retired,18463.0,0.103
297183,M,0,student,0.0,0.118
297184,F,1,employed,40607.0,0.716
297185,F,1,employed,22915.0,0.496
297186,M,1,employed,40923.0,0.544
297187,M,1,employed,143512.0,0.55
297188,F,1,student,17183.0,0.768
297189,F,1,retired,15016.0,0.23
297190,M,0,employed,37806.0,0.421
297191,M,1,employed,29373.0,0.171
297192,M,1,employed,104956.0,0.494
297193,M,0,student,5825.0,0.646
297194,M,0,student,12362.0,0.696
297195,M,0,student,0.0,0.813
297196,F,1,employed,81090.0,0.173
297197,F,0,unemployed,21181.0,0.482
297198,F,0,student,0.0,0.002
297199,M,1,employed,27445.0,0.193
297200,M,0,employed,21055.0,0.509
297201,M,0,employed,45769.0,0.671
297202,F,1,unemployed,24418.0,0.272
297203,F,0,employed,24798.0,0.211
297204,F,1,unemployed,24733.0,0.507
297205,F,1,employed,30961.0,0.12
297206,F,0,unemployed,23712.0,0.079
297207,F,0,employed,13297.0,0.24
297208,F,0,employed,28404.0,0.204
297209,F,1,employed,33026.0,0.502
297210,M,1,employed,23194.0,0.44
297211,F,0,student,8174.0,0.73
297212,M,1,employed,65197.0,0.207
297213,M,1,employed,75878.0,0.005
297214,M,1,employed,74872.0,0.472
297215,F,0,student,24481.0,0.962
297216,F,0,student,0.0,0.281
297217,M,0,retired,25197.0,0.134
297218,F,1,retired,28661.0,0.191
297219,M,1,employed,24425.0,0.331
297220,M,1,unemployed,28305.0,0.659
297221,F,1,employed,37714.0,0.521
297222,F,1,employed,33523.0,0.547
297223,M,0,student,0.0,0.596
297224,F,0,retired,18070.0,0.169
297225,F,0,student,11498.0,0.454
297226,F,0,retired,18105.0,0.1
297227,M,1,retired,454867.0,0.159
297228,F,1,retired,29011.0,0.225
297229,M,0,retired,42471.0,0.061
297230,F,1,employed,26881.0,0.684
297231,F,1,unemployed,20741.0,0.593
297232,M,0,unemployed,24698.0,0.421
297233,M,1,unemployed,22647.0,0.039
297234,F,1,employed,31939.0,0.072
297235,M,1,unemployed,25256.0,0.134
297236,F,0,employed,36012.0,0.557
297237,M,0,student,8924.0,0.248
297238,F,1,retired,39092.0,0.019
297239,F,1,employed,60945.0,0.566
297240,M,1,employed,24013.0,0.555
297241,M,0,student,15823.0,0.882
297242,F,1,employed,26105.0,0.575
297243,M,0,employed,19074.0,0.576
297244,M,1,employed,15922.0,0.566
297245,M,1,employed,34775.0,0.122
297246,M,0,student,15170.0,0.604
297247,M,1,retired,47756.0,0.006
297248,M,1,employed,114882.0,0.56
297249,F,1,retired,19171.0,0.05
297250,M,0,employed,30782.0,0.512
297251,M,0,employed,19316.0,0.554
297252,F,0,student,0.0,0.26
297253,F,1,retired,45372.0,0.142
297254,F,1,retired,25495.0,0.171
297255,M,1,employed,43186.0,0.077
297256,M,0,student,0.0,0.895
297257,F,1,unemployed,20147.0,0.441
297258,M,0,employed,45708.0,0.673
297259,M,1,employed,40794.0,0.493
297260,M,1,employed,21018.0,0.206
297261,M,1,employed,34692.0,0.614
297262,F,1,employed,17437.0,0.019
297263,M,1,employed,73556.0,0.253
297264,M,1,employed,35580.0,0.32
297265,M,1,employed,55972.0,0.227
297266,M,1,employed,70631.0,0.584
297267,F,0,employed,93896.0,0.329
297268,M,0,student,8115.0,0.357
297269,F,1,retired,43980.0,0.177
297270,M,0,employed,25000.0,0.111
297271,M,0,student,1795.0,0.434
297272,M,0,employed,66066.0,0.527
297273,F,0,student,27366.0,0.132
297274,F,1,employed,47176.0,0.074
297275,M,1,employed,29251.0,0.697
297276,M,0,employed,25337.0,0.243
297277,M,1,employed,48255.0,0.496
297278,M,0,employed,13952.0,0.032
297279,F,1,employed,14606.0,0.583
297280,F,1,employed,51231.0,0.257
297281,M,1,employed,39216.0,0.218
297282,F,0,student,24221.0,0.613
297283,M,1,employed,17859.0,0.484
297284,F,1,student,0.0,0.655
297285,F,1,employed,64966.0,0.469
297286,F,1,employed,12922.0,0.444
297287,M,0,employed,35853.0,0.217
297288,F,0,unemployed,23462.0,0.236
297289,M,0,student,3697.0,0.489
297290,M,0,employed,28973.0,0.282
297291,F,0,employed,28410.0,0.546
297292,M,1,employed,79956.0,0.54
297293,M,1,employed,21321.0,0.229
297294,M,1,retired,40467.0,0.037
297295,M,1,employed,33011.0,0.492
297296,M,1,employed,15139.0,0.449
297297,M,1,employed,827813.0,0.446
297298,M,1,employed,114706.0,0.171
297299,M,0,student,0.0,0.805
297300,F,0,employed,47694.0,0.53
297301,M,0,employed,47681.0,0.103
297302,M,0,student,762.0,0.436
297303,M,0,student,10982.0,0.458
297304,M,1,employed,32633.0,0.46
297305,M,1,unemployed,24607.0,0.319
297306,M,1,employed,63985.0,0.175
297307,F,0,student,0.0,0.587
297308,F,1,employed,17519.0,0.517
297309,M,1,employed,132606.0,0.623
297310,M,1,employed,47137.0,0.141
297311,M,1,employed,111597.0,0.069
297312,M,0,retired,42538.0,0.157
297313,F,0,employed,16340.0,0.563
297314,F,1,unemployed,22038.0,0.402
297315,M,1,retired,59076.0,0.041
297316,M,1,employed,71235.0,0.014
297317,F,0,employed,22360.0,0.522
297318,F,0,student,5982.0,0.184
297319,M,1,retired,19326.0,0.032
297320,M,0,employed,32563.0,0.166
297321,F,0,unemployed,25819.0,0.523
297322,M,1,retired,64819.0,0.176
297323,F,0,unemployed,21878.0,0.501
297324,M,0,student,16920.0,0.871
297325,F,0,student,16025.0,0.375
297326,M,0,employed,65264.0,0.22
297327,M,1,retired,71682.0,0.192
297328,F,1,employed,16324.0,0.602
297329,F,0,retired,14301.0,0.193
297330,M,1,retired,18970.0,0.248
297331,M,0,employed,61165.0,0.651
297332,M,1,student,0.0,0.713
297333,F,0,employed,27293.0,0.545
297334,M,0,student,0.0,0.794
297335,M,0,retired,38540.0,0.052
297336,F,1,employed,16454.0,0.494
297337,F,0,student,0.0,0.045
297338,M,1,employed,23662.0,0.007
297339,M,1,employed,23839.0,0.528
297340,F,1,retired,24252.0,0.058
297341,F,1,student,12131.0,0.373
297342,F,1,employed,45005.0,0.13
297343,F,1,employed,76357.0,0.327
297344,F,1,employed,86203.0,0.204
297345,M,1,employed,57424.0,0.364
297346,F,1,unemployed,0.0,0.025
297347,M,1,employed,28493.0,0.567
297348,F,1,employed,36569.0,0.333
297349,M,1,unemployed,27435.0,0.322
297350,M,1,employed,13365.0,0.64
297351,F,1,employed,17032.0,0.463
297352,F,1,retired,21955.0,0.064
297353,M,1,unemployed,21366.0,0.621
297354,M,0,employed,24669.0,0.579
297355,M,0,employed,11983.0,0.222
297356,M,0,student,9257.0,0.647
297357,F,1,employed,22469.0,0.337
297358,F,1,employed,16005.0,0.544
297359,F,0,unemployed,0.0,0.231
297360,M,1,employed,21601.0,0.118
297361,M,1,unemployed,29217.0,0.64
297362,F,1,employed,36153.0,0.542
297363,F,1,employed,33988.0,0.484
297364,M,1,employed,31926.0,0.685
297365,F,1,employed,12554.0,0.106
297366,M,0,student,9830.0,0.294
297367,M,1,employed,35823.0,0.327
297368,M,1,employed,32946.0,0.263
297369,M,1,student,10658.0,0.894
297370,F,0,employed,29905.0,0.324
297371,F,1,employed,18863.0,0.169
297372,F,1,unemployed,21423.0,0.548
297373,M,1,employed,15671.0,0.495
297374,F,1,student,17534.0,0.188
297375,F,0,student,10282.0,0.925
297376,F,1,unemployed,0.0,0.211
297377,F,0,unemployed,20956.0,0.34
297378,F,1,employed,20598.0,0.43
297379,M,0,student,0.0,0.881
297380,M,0,employed,48941.0,0.519
297381,M,1,employed,305661.0,0.395
297382,F,0,student,11658.0,0.567
297383,M,0,unemployed,0.0,0.639
297384,M,0,student,9578.0,0.824
297385,F,0,unemployed,19850.0,0.442
297386,F,1,unemployed,21831.0,0.579
297387,M,1,employed,36528.0,0.284
297388,F,0,student,10775.0,0.565
297389,M,0,retired,51245.0,0.205
297390,F,1,employed,74196.0,0.312
297391,M,1,employed,31881.0,0.448
297392,M,1,employed,39265.0,0.286
297393,F,0,student,11292.0,0.486
297394,M,1,retired,16245.0,0.225
297395,F,1,retired,19016.0,0.203
297396,F,1,retired,49004.0,0.176
297397,F,0,student,13446.0,0.201
297398,M,1,employed,23156.0,0.642
297399,M,0,student,21228.0,0.046
297400,F,1,employed,53968.0,0.163
297401,F,0,employed,37641.0,0.295
297402,F,1,employed,19872.0,0.43
297403,M,0,employed,40295.0,0.264
297404,F,0,student,0.0,0.773
297405,M,0,student,23672.0,0.654
297406,M,1,employed,26771.0,0.503
297407,F,1,retired,20741.0,0.206
297408,F,1,student,0.0,0.564
297409,M,0,unemployed,22275.0,0.405
297410,M,1,employed,21536.0,0.461
297411,M,1,employed,40451.0,0.349
297412,M,0,student,2329.0,0.584
297413,M,1,employed,52597.0,0.314
297414,M,1,employed,25978.0,0.289
297415,M,1,employed,27215.0,0.638
297416,F,1,employed,181490.0,0.544
297417,M,1,employed,21987.0,0.487
297418,F,1,unemployed,22776.0,0.595
297419,M,0,retired,47916.0,0.057
297420,M,0,student,0.0,0.561
297421,M,1,employed,31936.0,0.107
297422,F,0,student,9191.0,0.298
297423,F,1,unemployed,20624.0,0.093
297424,M,1,employed,34947.0,0.558
297425,F,1,employed,37164.0,0.489
297426,M,0,student,9987.0,0.363
297427,M,1,employed,46557.0,0.642
297428,M,1,employed,49049.0,0.481
297429,M,1,unemployed,24455.0,0.551
297430,M,1,unemployed,22585.0,0.527
297431,M,1,employed,32086.0,0.469
297432,M,1,employed,24020.0,0.062
297433,M,1,unemployed,24213.0,0.485
297434,M,1,retired,119313.0,0.267
297435,F,1,retired,49554.0,0.11
297436,F,1,unemployed,21648.0,0.201
297437,M,1,employed,32670.0,0.171
297438,F,1,employed,34542.0,0.204
297439,M,1,employed,77909.0,0.022
297440,F,0,employed,34686.0,0.564
297441,M,1,employed,20320.0,0.347
297442,F,1,employed,19151.0,0.642
297443,F,0,student,0.0,0.651
297444,F,0,student,18325.0,0.234
297445,F,0,student,15501.0,0.851
297446,F,1,unemployed,20501.0,0.077
297447,F,1,employed,55085.0,0.055
297448,M,0,student,0.0,0.611
297449,M,0,employed,464494.0,0.394
297450,M,0,student,14683.0,0.481
297451,M,1,employed,37933.0,0.208
297452,M,0,employed,18432.0,0.302
297453,M,1,employed,16920.0,0.163
297454,F,1,employed,10521.0,0.413
297455,M,1,retired,42836.0,0.01
297456,F,1,employed,23375.0,0.325
297457,F,1,unemployed,24194.0,0.411
297458,M,1,retired,34828.0,0.169
297459,M,0,employed,57628.0,0.45
297460,F,0,student,17238.0,0.302
297461,F,0,student,13243.0,0.878
297462,F,0,employed,39059.0,0.607
297463,F,0,employed,33454.0,0.217
297464,M,0,retired,31658.0,0.154
297465,M,1,employed,20338.0,0.514
297466,M,1,employed,33146.0,0.358
297467,F,0,employed,30312.0,0.372
297468,F,1,employed,20003.0,0.025
297469,M,0,student,329.0,0.319
297470,M,0,student,12884.0,0.697
297471,F,1,employed,17444.0,0.269
297472,M,1,employed,14586.0,0.626
297473,F,1,employed,28475.0,0.296
297474,F,0,student,16608.0,0.695
297475,M,1,employed,35227.0,0.294
297476,M,0,employed,57201.0,0.438
297477,F,1,retired,46852.0,0.087
297478,F,1,retired,42835.0,0.077
297479,M,1,employed,25374.0,0.448
297480,M,1,employed,126084.0,0.178
297481,M,0,student,15497.0,0.976
297482,M,1,employed,44735.0,0.62
297483,F,1,employed,61560.0,0.421
297484,M,1,retired,70347.0,0.255
297485,M,1,retired,77994.0,0.234
297486,M,1,retired,45931.0,0.179
297487,M,1,employed,27631.0,0.252
297488,M,0,employed,24651.0,0.625
297489,F,1,employed,29460.0,0.564
297490,F,0,student,15667.0,0.93
297491,M,1,retired,178610.0,0.107
297492,F,1,employed,22557.0,0.385
297493,F,1,employed,21528.0,0.497
297494,M,0,employed,32023.0,0.731
297495,F,1,student,0.0,0.887
297496,F,1,employed,15796.0,0.507
297497,M,0,student,4583.0,0.044
297498,F,1,employed,19799.0,0.615
297499,F,1,employed,42393.0,0.042
297500,M,1,employed,439778.0,0.155
297501,M,1,unemployed,24231.0,0.282
297502,F,0,student,12558.0,0.128
297503,F,1,unemployed,19833.0,0.556
297504,M,0,employed,43032.0,0.288
297505,F,1,unemployed,26885.0,0.3
297506,M,1,unemployed,21848.0,0.475
297507,M,1,employed,36799.0,0.455
297508,M,0,student,12572.0,0.647
297509,M,1,employed,55359.0,0.411
297510,M,0,student,15654.0,0.613
297511,M,1,employed,53453.0,0.136
297512,M,0,student,14053.0,0.038
297513,M,1,employed,33590.0,0.649
297514,M,1,employed,32538.0,0.697
297515,F,1,retired,62099.0,0.029
297516,F,0,student,0.0,0.863
297517,M,0,student,0.0,0.5
297518,F,1,retired,31062.0,0.15
297519,M,1,unemployed,25791.0,0.203
297520,F,0,retired,23782.0,0.208
297521,F,0,employed,33869.0,0.61
297522,M,1,employed,24111.0,0.113
297523,F,0,employed,20758.0,0.255
297524,F,1,retired,21917.0,0.058
297525,M,1,employed,78361.0,0.071
297526,F,1,employed,14519.0,0.632
297527,M,1,employed,36594.0,0.455
297528,F,0,employed,20610.0,0.17
297529,F,1,employed,47169.0,0.49
297530,M,0,unemployed,23074.0,0.533
297531,M,1,employed,31086.0,0.079
297532,F,0,student,3338.0,0.837
297533,M,1,employed,24602.0,0.734
297534,F,1,retired,30623.0,0.149
297535,M,0,unemployed,23602.0,0.129
297536,F,1,employed,26220.0,0.45
297537,M,1,employed,39710.0,0.515
297538,M,0,employed,19690.0,0.254
297539,M,1,employed,28651.0,0.569
297540,F,0,employed,24532.0,0.147
297541,M,1,unemployed,23191.0,0.221
297542,F,0,student,432.0,0.877
297543,M,1,employed,46112.0,0.244
297544,M,0,student,8296.0,0.766
297545,M,1,employed,22579.0,0.013
297546,F,0,retired,40427.0,0.235
297547,M,1,retired,257789.0,0.183
297548,M,1,student,2609.0,0.149
297549,M,0,employed,45721.0,0.04
297550,M,0,employed,54025.0,0.162
297551,M,1,retired,78474.0,0.186
297552,F,0,employed,22615.0,0.424
297553,M,1,employed,51726.0,0.356
297554,M,0,unemployed,26775.0,0.591
297555,F,0,student,3938.0,0.664
297556,M,1,unemployed,26699.0,0.467
297557,F,0,employed,41379.0,0.391
297558,M,0,student,12983.0,0.702
297559,M,1,employed,34181.0,0.133
297560,F,1,employed,17647.0,0.099
297561,M,1,employed,36194.0,0.714
297562,F,1,employed,20136.0,0.436
297563,F,1,unemployed,23094.0,0.376
297564,M,0,student,3466.0,0.548
297565,F,0,student,6630.0,0.008
297566,M,1,employed,24370.0,0.46
297567,F,0,employed,19747.0,0.659
297568,F,1,retired,15437.0,0.251
297569,F,1,employed,23290.0,0.493
297570,F,1,employed,314048.0,0.686
297571,F,0,employed,97965.0,0.468
297572,M,1,employed,1000000.0,0.305
297573,M,1,employed,22459.0,0.451
297574,F,0,student,12543.0,0.494
297575,F,1,employed,63181.0,0.662
297576,M,0,unemployed,24402.0,0.129
297577,M,1,employed,28222.0,0.54
297578,M,1,unemployed,0.0,0.429
297579,M,1,employed,31092.0,0.19
297580,F,1,unemployed,19739.0,0.13
297581,F,1,employed,25078.0,0.229
297582,F,0,employed,17791.0,0.296
297583,M,1,employed,209234.0,0.718
297584,F,1,employed,35046.0,0.224
297585,F,1,employed,20242.0,0.512
297586,M,1,employed,56472.0,0.511
297587,M,1,employed,20242.0,0.516
297588,M,1,employed,69497.0,0.529
297589,M,0,unemployed,28123.0,0.624
297590,F,0,employed,75988.0,0.371
297591,F,1,retired,31947.0,0.232
297592,M,1,employed,60743.0,0.195
297593,F,1,employed,18143.0,0.678
297594,F,1,unemployed,23896.0,0.605
297595,M,0,student,12210.0,0.017
297596,M,1,employed,20633.0,0.497
297597,M,1,unemployed,0.0,0.163
297598,M,0,unemployed,21481.0,0.615
297599,M,1,employed,30612.0,0.508
297600,M,0,employed,22770.0,0.537
297601,F,1,employed,19029.0,0.574
297602,M,1,unemployed,22881.0,0.694
297603,F,1,retired,14161.0,0.109
297604,F,1,unemployed,0.0,0.375
297605,M,1,employed,29865.0,0.595
297606,M,0,retired,47440.0,0.244
297607,F,0,employed,49218.0,0.426
297608,M,0,student,9298.0,0.451
297609,F,0,student,7462.0,0.59
297610,M,1,unemployed,24287.0,0.341
297611,F,1,retired,38187.0,0.25
297612,F,1,retired,22483.0,0.184
297613,F,0,employed,35561.0,0.504
297614,M,1,unemployed,25727.0,0.564
297615,M,0,employed,44916.0,0.441
297616,F,1,unemployed,0.0,0.369
297617,M,1,retired,17138.0,0.184
297618,M,0,student,12070.0,0.644
297619,F,1,retired,46037.0,0.243
297620,M,0,employed,23286.0,0.381
297621,M,1,retired,45034.0,0.158
297622,M,1,employed,30121.0,0.587
297623,F,1,unemployed,21524.0,0.417
297624,M,0,employed,68815.0,0.471
297625,M,0,employed,22906.0,0.387
297626,F,0,student,12435.0,0.573
297627,M,1,employed,41201.0,0.341
297628,M,1,employed,31281.0,0.481
297629,M,0,student,2263.0,0.72
297630,M,1,employed,20521.0,0.276
297631,M,0,employed,28579.0,0.467
297632,M,1,employed,13465.0,0.573
297633,M,1,unemployed,0.0,0.662
297634,M,1,unemployed,25989.0,0.142
297635,M,1,employed,27910.0,0.465
297636,F,0,student,12679.0,0.027
297637,F,0,employed,23579.0,0.287
297638,M,1,employed,57883.0,0.01
297639,M,1,employed,21872.0,0.04
297640,F,0,student,2168.0,0.327
297641,M,0,retired,37402.0,0.216
297642,F,1,employed,12623.0,0.3
297643,M,1,employed,30506.0,0.359
297644,M,0,employed,33944.0,0.36
297645,F,1,employed,51380.0,0.606
297646,M,1,unemployed,0.0,0.406
297647,M,1,retired,36658.0,0.128
297648,M,1,unemployed,25824.0,0.036
297649,M,1,employed,21207.0,0.261
297650,F,1,employed,29496.0,0.258
297651,F,0,employed,49738.0,0.208
297652,M,0,unemployed,24385.0,0.356
297653,F,1,employed,26155.0,0.314
297654,F,0,retired,21604.0,0.202
297655,F,1,employed,26492.0,0.419
297656,M,1,employed,41792.0,0.406
297657,M,1,employed,32611.0,0.311
297658,F,1,employed,39436.0,0.644
297659,M,0,employed,23090.0,0.476
297660,M,1,retired,31966.0,0.057
297661,M,1,employed,22267.0,0.513
297662,M,1,unemployed,28197.0,0.072
297663,F,1,retired,29217.0,0.189
297664,F,0,student,28378.0,0.886
297665,F,0,employed,33947.0,0.578
297666,F,1,employed,85893.0,0.171
297667,M,1,employed,73751.0,0.055
297668,F,0,employed,26175.0,0.602
297669,F,1,employed,51351.0,0.172
297670,M,1,employed,32431.0,0.102
297671,M,1,unemployed,23971.0,0.204
297672,M,1,unemployed,23338.0,0.226
297673,F,1,employed,37265.0,0.435
297674,F,0,employed,18534.0,0.512
297675,M,0,student,4073.0,0.826
297676,M,0,employed,29624.0,0.356
297677,M,0,retired,17664.0,0.078
297678,F,0,employed,180854.0,0.302
297679,F,1,retired,11498.0,0.089
297680,M,0,student,0.0,0.54
297681,M,1,student,4528.0,0.854
297682,M,1,employed,35468.0,0.426
297683,M,1,employed,52230.0,0.244
297684,M,1,employed,21932.0,0.698
297685,F,1,retired,28174.0,0.116
297686,M,0,student,492.0,0.778
297687,M,0,retired,186172.0,0.006
297688,F,0,employed,34314.0,0.23
297689,M,0,retired,15798.0,0.059
297690,M,1,employed,22146.0,0.165
297691,M,0,employed,71191.0,0.388
297692,M,1,employed,204392.0,0.624
297693,M,1,unemployed,24367.0,0.199
297694,F,1,retired,19068.0,0.135
297695,M,1,retired,51298.0,0.218
297696,F,1,employed,12994.0,0.276
297697,F,0,retired,39147.0,0.159
297698,M,1,retired,42078.0,0.21
297699,F,0,employed,40866.0,0.377
297700,F,1,employed,11844.0,0.469
297701,F,1,unemployed,27834.0,0.273
297702,M,1,unemployed,28746.0,0.415
297703,M,0,student,5058.0,0.661
297704,F,0,student,11494.0,0.496
297705,F,0,employed,29903.0,0.382
