id,own,competing2,competing3,borrowertype,accepted,default,profit
192704,.2246488,.107151,.312995,1,0,0,
192705,.5626627,.7912589,.4407538,2,0,0,
192706,.3205277,.5918877,,3,1,0,3205.277
192707,.4410507,.6054845,.4054582,3,0,1,
192708,.3183859,,.2294807,1,0,0,
192709,.2071609,.28326,.2631922,1,1,1,-10000
192710,.1985929,,.232545,1,1,0,1985.929
192711,.3336772,,.3665419,3,1,0,3336.772
192712,.2414452,.129402,.1638718,3,0,0,
192713,.1190876,.1644274,.0076437,1,0,0,
192714,.3376101,.3431101,.1044168,2,0,0,
192715,.4557865,.253794,.2764458,2,0,0,
192716,.2052169,.1644171,.8047143,1,0,0,
192717,.2266756,.305846,.3178866,1,1,1,-10000
192718,.111234,.26108,.1654253,3,1,0,1112.34
192719,.196552,.1644242,.3768448,3,0,1,
192720,.5127804,.281865,.4302242,2,0,0,
192721,.197367,.203655,.3574826,1,1,0,1973.67
192722,.2124256,.1527872,.1078098,2,0,0,
192723,.2057108,.329598,.1192983,2,0,0,
192724,.1263958,.1792694,.05619,2,0,0,
192725,.4714822,.7912589,.4717135,3,0,0,
192726,.7105119,,.8664007,1,1,1,-10000
192727,.1867056,,.8240542,3,1,1,-10000
192728,.2087912,,.1492037,1,0,0,
192729,.3684257,,.8916592,1,1,1,-10000
192730,.3209982,.1644226,,1,0,0,
192731,.161529,.1404304,,1,0,0,
192732,.1594837,.20567,.2791802,3,1,0,1594.837
192733,.2564627,.266892,.38666,3,1,0,2564.627
192734,.1269967,.248698,.0533816,2,0,0,
192735,.1920961,,.3581245,1,1,0,1920.961
192736,.3525003,.5793837,.1859542,1,0,0,
192737,.3098787,.1722007,.4440411,3,0,0,
192738,.1852175,.158979,.2001216,2,0,0,
192739,.1106541,.106442,.1734074,2,0,0,
192740,.1764873,.1721949,.1359388,1,0,0,
192741,.24205,.602682,.122139,3,0,0,
192742,.1256144,.308739,.0784155,2,0,0,
192743,.2850922,.249364,.1602158,1,0,0,
192744,.8722653,,.9822623,1,1,1,-10000
192745,.119303,.104237,.063218,1,0,0,
192746,.2080723,,.1388519,3,0,1,
192747,.3444783,.2025184,.232545,1,0,1,
192748,.1730926,.34387,.139836,3,0,0,
192749,.3325624,.1644259,.1527051,3,0,0,
192750,.2030407,.1527447,.2007525,3,0,0,
192751,.2030733,.120851,.1346481,1,0,0,
192752,.7934621,,1,1,1,1,-10000
192753,.2483605,.273023,.149334,2,0,0,
192754,.2383031,,.2096238,3,0,0,
192755,.240619,.244449,.1711828,3,0,0,
192756,.1999432,,.5789274,1,1,0,1999.432
192757,.2447704,,.129684,3,0,0,
192758,.3838011,.286464,.2509919,3,0,0,
192759,.1990995,.213093,.3961634,1,1,1,-10000
192760,.4374371,.344405,.1599266,2,0,0,
192761,.1509074,.166005,.129868,3,0,0,
192762,.4400767,.394632,.2466675,2,0,0,
192763,.4392456,.220853,.6423766,1,0,0,
192764,.2069081,.5095273,,3,1,0,2069.081
192765,.22561,,.1067031,3,0,0,
192766,.1420925,.1644237,.1163216,2,0,0,
192767,.2162445,.39937,,3,1,0,2162.445
192768,.1749278,.1721931,.3214491,2,0,0,
192769,.3045048,.2912498,.352917,1,1,0,3045.048
192770,.2300181,,.6578094,2,1,1,-10000
192771,.1706747,.134408,.0395902,1,0,0,
192772,.2228708,.316526,.4068889,1,1,0,2228.708
192773,.5086635,.285112,.4945701,2,0,1,
192774,.1437062,.133725,.091498,3,0,0,
192775,.3526698,.32397,.1472062,3,0,1,
192776,.4079478,,.6968523,3,1,0,4079.478
192777,.1378297,.105511,.063218,2,0,0,
192778,.1475565,.164427,.0857716,1,0,0,
192779,.1817796,.159458,.3574826,2,0,0,
192780,.1793153,.1528062,.1980751,3,0,0,
192781,.2585128,.258374,.4054314,2,0,0,
192782,.1255845,.1644248,.0867862,1,0,0,
192783,.1684435,.15802,.1707344,3,0,0,
192784,.3077176,.138607,.1251126,2,0,0,
192785,.2891559,.7921688,.6968523,3,1,0,2891.559
192786,.1760775,,.4291726,1,1,1,-10000
192787,.1396804,.242603,.1606216,1,1,0,1396.804
192788,.1989834,.213131,.2538599,1,1,1,-10000
192789,.2459625,,.6529869,1,1,0,2459.625
192790,.204353,.418631,.1978513,1,1,0,2043.53
192791,.3790425,,.4589222,2,1,0,3790.425
192792,.2162009,.2025236,.1776254,2,0,1,
192793,.2491386,.8242569,.1871489,1,0,0,
192794,.1902152,.1855088,.2327013,2,0,0,
192795,.1215312,.14221,.0428086,1,0,0,
192796,.6519161,,.8977758,2,1,0,6519.161
192797,.2281326,.6461731,.3056598,1,1,0,2281.326
192798,.145256,.1644252,.0742578,2,0,0,
192799,.1922944,,.1207434,2,0,0,
192800,.2453188,,.3647089,3,1,0,2453.188
192801,.2729003,,,1,1,0,2729.003
192802,.2138957,.152767,.1998282,2,0,0,
192803,.4388757,.338196,.2684353,1,0,0,
192804,.2087424,.309668,.1383202,1,0,0,
192805,.2224286,,.2545688,3,1,0,2224.286
192806,.3222131,,.2505679,2,0,0,
192807,.2873933,.6359763,.1455962,3,0,0,
192808,.1605649,.1721968,.1187528,1,0,0,
192809,.2149916,.128542,.0786737,1,0,0,
192810,.1844329,.380633,.1282602,1,0,0,
192811,.1331602,.2394343,.1110871,1,0,0,
192812,.6716082,,.9524966,2,1,0,6716.082
192813,.6132985,,,2,1,1,-10000
192814,.1619391,.221264,.224435,2,1,0,1619.391
192815,.1042397,.0419893,.0676316,2,0,0,
192816,.1772448,.177323,.2512027,2,0,0,
192817,.1472871,.2873458,.0765711,1,0,0,
192818,.394036,,.2868222,3,0,0,
192819,.1676674,.1528032,.1335682,2,0,0,
192820,.1670572,.320596,.1261111,3,0,0,
192821,.1653011,.4975535,.8505018,2,1,0,1653.011
192822,.2470963,,.3040419,3,1,0,2470.963
192823,.8915302,,.9249885,1,1,1,-10000
192824,.3853625,,.2597811,3,0,1,
192825,.1868908,.1855126,.0523444,3,0,0,
192826,.2256933,.260614,.5756324,1,1,0,2256.933
192827,.1914675,.2339533,.1165779,1,0,1,
192828,.2171164,.2769015,.0906612,2,0,0,
192829,.4564045,.8579042,.2701328,1,0,0,
192830,.2079843,.164425,.0833761,1,0,0,
192831,.4349879,.433163,.2275248,1,0,0,
192832,.2078162,.13271,,2,0,0,
192833,.1913511,.141571,.3827119,2,0,0,
192834,.2830305,.254164,.1148319,2,0,0,
192835,.2042561,.1722043,.0450902,1,0,0,
192836,.3179763,.4438752,.1124613,1,0,0,
192837,.218245,.135552,.4929262,2,0,0,
192838,.1812955,.1644268,.0545671,2,0,0,
192839,.1723249,.157669,.1117757,3,0,0,
192840,.4058348,.287297,,3,0,0,
192841,.4086075,.247168,.4068889,2,0,0,
192842,.1954336,.1792689,.2383991,2,0,0,
192843,.1367013,.1792696,.0070004,1,0,0,
192844,.1903955,,.4450613,1,1,1,-10000
192845,.2198497,.221264,.1634585,1,0,0,
192846,.2046217,.1644267,.3982155,2,0,0,
192847,.3604152,.27802,.6113567,3,0,0,
192848,.2320093,.1855122,.1764313,3,0,0,
192849,.1400888,.1855127,.1090961,3,0,1,
192850,.1569211,.191855,.0652523,2,0,0,
192851,.4493204,,.2809545,1,0,0,
192852,.2572855,,.3047276,1,1,0,2572.855
192853,.2546611,.221166,.7551111,3,0,0,
192854,.1839235,.153985,.1510283,1,0,0,
192855,.2055939,.176669,.3259005,2,0,0,
192856,.7305365,,,2,1,1,-10000
192857,.2324527,.5145274,.1132159,1,0,0,
192858,.4514274,,.1966053,2,0,0,
192859,.2629971,.193974,.0888136,1,0,0,
192860,.1490141,.7469078,.1308844,3,0,1,
192861,.3219195,.305762,.9201407,3,0,0,
192862,.1780933,.204592,.6423766,3,1,0,1780.933
192863,.2023895,.278289,.3352637,2,1,0,2023.895
192864,.2069056,.1644263,.0750281,3,0,0,
192865,.2385695,,.4732228,2,1,1,-10000
192866,.1894563,.5378014,.2017341,1,1,0,1894.563
192867,.2546169,.224779,.1826271,1,0,0,
192868,.1683652,.111784,.1245591,3,0,0,
192869,.3018422,,.5060225,3,1,1,-10000
192870,.3063559,.201768,.1456138,2,0,0,
192871,.1980679,,.1495226,2,0,0,
192872,.5573131,,.4711054,2,0,1,
192873,.3335074,,.2384939,3,0,0,
192874,.480077,.6715801,.6064817,1,1,0,4800.771
192875,.1261616,.224103,.0584889,1,0,1,
192876,.2161206,.167481,.0810347,1,0,0,
192877,.2061894,.5005832,.1139011,2,0,0,
192878,.164472,.1600348,.0999402,3,0,0,
192879,.1637861,.5806717,.325062,1,1,1,-10000
192880,.1053104,.078886,.0312602,1,0,0,
192881,.2068497,.19894,.2178614,2,0,0,
192882,.3088069,.2025167,.4465714,3,0,0,
192883,.3847649,.6273177,.9963554,2,1,0,3847.648
192884,.1559501,.156235,.1226586,1,0,0,
192885,.1279477,.274759,.1347679,2,1,0,1279.477
192886,.1162423,.1236381,.0695125,1,0,0,
192887,.2346204,.6817358,.18945,2,0,1,
192888,.2016789,.1528139,.0566667,1,0,0,
192889,.1889925,.1855085,.2068899,1,1,0,1889.925
192890,.1844926,.1644257,.1695622,2,0,0,
192891,.264595,,.3824824,3,1,0,2645.95
192892,.186057,.2025165,.2728215,2,0,0,
192893,.1810789,.1644226,.2425006,1,1,1,-10000
192894,.1191314,.251624,.0856638,1,0,0,
192895,.2046217,.1644232,.2899084,1,0,0,
192896,.2180697,.1721874,.6529869,2,0,1,
192897,.5278733,,.6012839,3,1,0,5278.733
192898,.1996958,.4696319,.1279038,1,0,0,
192899,.4493352,,.4578182,1,1,1,-10000
192900,.1251376,.2532164,.0949136,3,0,0,
192901,.1851592,,.3906264,3,1,0,1851.592
192902,.1706448,.129451,.1707344,2,0,0,
192903,.2292714,,.1934538,1,0,0,
192904,.14895,.1710616,.1314766,3,0,0,
192905,.6264021,,.4142836,3,0,0,
192906,.1958993,.225941,.074322,3,0,0,
192907,.6960063,.391225,.6141394,2,0,1,
192908,.24512,,.4525901,3,1,0,2451.2
192909,.1924646,.0681289,.0438066,1,0,0,
192910,.4002217,.294639,.3623694,2,0,0,
192911,.1684622,.1528079,.0981292,2,0,0,
192912,.2023963,.1644241,.4757259,1,0,0,
192913,.2189717,,.8047143,3,1,0,2189.717
192914,.1642343,.6299669,.2707464,1,1,0,1642.343
192915,.1641319,.6403318,.0949263,2,0,0,
192916,.1536477,.094744,.2414902,2,0,0,
192917,.289524,,.0641738,1,0,1,
192918,.3343035,.271037,.6801296,2,0,0,
192919,.2747102,.573806,.4287212,2,1,0,2747.102
192920,1,,1,1,1,1,-10000
192921,.1099545,.2239892,.0927654,3,0,0,
192922,.3312284,,.1583985,1,0,1,
192923,.1190876,.05355,.0523444,1,0,0,
192924,.2071261,.202517,.6164441,1,1,0,2071.261
192925,.2183212,,.402584,2,1,0,2183.212
192926,.1228117,.261658,.5377569,1,1,0,1228.117
192927,.1743322,.4696319,.19833,3,1,0,1743.322
192928,.3264246,.244443,.4222443,3,0,0,
192929,.1631575,.2974027,.1386347,3,0,0,
192930,.1909881,.303642,.1316631,2,0,0,
192931,.2277075,,,2,1,0,2277.075
192932,.2076837,.1644239,.515006,2,0,0,
192933,.2131085,.250843,.1032708,2,0,0,
192934,.30979,.1644225,.2044011,1,0,1,
192935,.8373491,,,2,1,1,-10000
192936,.1868262,,.2293814,1,1,1,-10000
192937,.1703219,.1528012,.1046758,1,0,0,
192938,.3557438,,.4087241,1,1,0,3557.438
192939,.1600949,.1722008,.5564615,3,1,0,1600.949
192940,.2385023,,.3376526,1,1,0,2385.023
192941,.2799032,.1644268,.1776518,2,0,0,
192942,.5105057,,.5215652,3,0,1,
192943,.1647462,.1722075,.2228901,2,0,1,
192944,.2112018,,,3,1,0,2112.018
192945,.3599423,.323323,.1596785,1,0,0,
192946,.2277022,,.1636803,2,0,0,
192947,.4241218,.5819328,.2907851,3,0,0,
192948,.2312311,.129388,.146952,2,0,0,
192949,.2289602,,.3426562,3,1,0,2289.603
192950,.3563133,.2025171,.2179231,2,0,0,
192951,.2226823,.1644254,.206243,3,0,0,
192952,.4410262,,,3,1,0,4410.262
192953,.1863465,.303783,.2751487,1,1,0,1863.465
192954,.2312725,.1792677,.0807231,1,0,0,
192955,.203468,.4567844,.177802,3,0,0,
192956,.1990995,.221116,.4386916,3,1,1,-10000
192957,.1964672,.182196,.2593171,1,1,0,1964.672
192958,.31286,,,2,1,0,3128.6
192959,.212492,.174212,.077926,3,0,0,
192960,.1609764,.6335924,.0708776,1,0,0,
192961,.2680569,.5368809,.4341043,3,1,0,2680.569
192962,.3304306,,.3772295,2,1,1,-10000
192963,.5831907,.361217,,2,0,0,
192964,.2015784,.093113,.0700514,2,0,0,
192965,.3974788,,.5320614,2,1,1,-10000
192966,.3162446,,.5756324,2,1,0,3162.446
192967,.3197491,.1644233,.157438,2,0,0,
192968,.6541641,,,3,1,0,6541.641
192969,.2185382,.650235,.1760928,2,0,0,
192970,.3215841,.251614,.2994807,3,0,0,
192971,.3738492,.196247,.4013314,2,0,0,
192972,.3612477,.205032,.4783247,3,0,1,
192973,.2679091,.163702,.2493489,3,0,0,
192974,.2065643,.1644173,.3574256,3,0,1,
192975,.2353939,.5505972,.515006,1,1,0,2353.939
192976,.1975742,.6656248,.329336,1,1,0,1975.742
192977,.923214,,.9516397,1,1,0,9232.141
192978,.1926771,.7925547,.2592939,2,1,1,-10000
192979,.1603765,.215981,.2295922,1,1,0,1603.765
192980,.229666,.6846499,.4609136,3,1,0,2296.66
192981,.1844385,.222199,.1253209,2,0,0,
192982,.2731053,.3844019,,2,1,0,2731.053
192983,.3575882,.1855104,.4506648,3,0,1,
192984,.4278124,.341434,,2,0,0,
192985,.6618976,,.8651802,3,1,0,6618.976
192986,.1999702,.179263,.4107577,3,0,0,
192987,.1885635,.1855125,.3720135,3,0,0,
192988,.2592263,.7491499,.5640664,1,1,0,2592.263
192989,.1638369,.1528129,.0934187,3,0,0,
192990,.2302734,.1855131,.2031025,3,0,0,
192991,.3088182,.301291,.6319032,2,0,1,
192992,.2052706,.121832,.0856638,3,0,0,
192993,.1567019,.1792672,.1436682,2,0,0,
192994,.2158457,.1855102,.361086,1,0,0,
192995,.211801,,.2414902,3,1,0,2118.01
192996,.2809117,.32306,.7139152,1,1,1,-10000
192997,.3991692,.894038,.8337827,1,1,0,3991.692
192998,.1821425,.202518,.1563342,3,0,0,
192999,.1898228,.245872,.1569749,3,0,0,
193000,.2161465,.1855115,.2990513,3,0,0,
193001,.1892395,.1855057,.6583443,1,1,0,1892.395
193002,.1042397,.027,.0420401,3,0,0,
193003,.3678059,.179259,.515006,1,0,0,
193004,.2401614,.1792681,.2208193,3,0,0,
193005,.2454259,,.2978083,1,1,1,-10000
193006,.1386828,.1644257,.0776148,1,0,0,
193007,.3154354,,.2237295,3,0,0,
193008,.2482012,.325557,.1289652,2,0,0,
193009,.2150418,.315595,.1632896,3,0,0,
193010,.3231744,,,1,1,0,3231.744
193011,.1645599,.210345,.1963962,3,1,0,1645.599
193012,.2124582,,,3,1,0,2124.582
193013,.2095227,,,2,1,0,2095.227
193014,.1282854,.169298,.5972192,2,1,0,1282.854
193015,.3481454,,.0713579,2,0,1,
193016,.2003268,.5886214,.2264814,3,1,0,2003.268
193017,.1639661,.213736,.1513291,1,1,0,1639.661
193018,.2093841,.9933963,.1089014,3,0,0,
193019,.5073768,,.4724582,3,0,0,
193020,.3550004,.1528137,.1654253,3,0,1,
193021,.1760775,.303386,.1442873,1,0,0,
193022,.2301989,.2974027,.1223627,3,0,0,
193023,.2139108,.6340669,.2748114,1,1,0,2139.108
193024,.3466359,,,3,1,0,3466.359
193025,.4265785,.7132974,.4675576,3,1,0,4265.785
193026,.1977451,.18551,,1,1,0,1977.451
193027,.1251966,.139941,.2016202,2,0,0,
193028,.1864406,.179266,.4740308,2,0,0,
193029,.6504225,.301483,,1,0,1,
193030,.707561,,,1,1,1,-10000
193031,.2784263,.145579,.1487868,1,0,0,
193032,.1175387,.056885,.0447011,3,0,0,
193033,.595538,.362091,.8321301,3,0,1,
193034,.3074973,.250525,.3720135,1,0,0,
193035,.2076837,.155845,.5564615,3,0,0,
193036,.2147432,.1855108,.2855054,3,0,0,
193037,.1628314,.07428,.037411,3,0,0,
193038,.1823717,.1527984,.7196802,1,0,0,
193039,.3442295,.7037089,.7254847,1,1,0,3442.295
193040,.7345808,.383741,,3,0,0,
193041,.2247881,,.2340592,3,0,1,
193042,.9407609,,,1,1,0,9407.608
193043,.2874364,.7921688,.8371818,2,1,0,2874.364
193044,.3652037,,.2505679,2,0,0,
193045,.2084756,.109177,.1842243,1,0,0,
193046,.2651753,,,2,1,0,2651.753
193047,.318175,.1855089,.4589222,3,0,0,
193048,.2094757,.1792644,.1686157,3,0,0,
193049,.3367039,,,3,1,1,-10000
193050,.1975388,.189101,.0885184,1,0,0,
193051,.614652,,,2,1,1,-10000
193052,.1795703,.166552,.5517423,1,1,0,1795.703
193053,.4187336,.7559603,,3,1,0,4187.336
193054,.1881595,.1855089,,1,1,0,1881.595
193055,.2126879,.5693499,.3517869,3,1,0,2126.879
193056,.2433844,,.3885055,1,1,0,2433.844
193057,.1604064,.164427,.0438536,3,0,0,
193058,.173155,.8520601,.4929262,3,1,0,1731.55
193059,.2066028,.205337,.3089897,2,0,0,
193060,.1360704,.1538,.0811924,3,0,0,
193061,.1288127,.107651,.0690061,2,0,0,
193062,.1855987,.1644255,,1,0,0,
193063,.1645307,.1722011,.1623842,1,1,0,1645.307
193064,.4191394,.244158,.515006,1,0,0,
193065,.239736,,,3,1,0,2397.36
193066,.1266812,.1855144,.0070005,3,0,0,
193067,.250454,.3059346,.1279743,3,0,0,
193068,.2027146,.217777,.2045689,3,0,0,
193069,.35584,.5852855,,1,1,0,3558.4
193070,.1517504,.1792687,.1168645,3,0,0,
193071,.4553103,.276904,.5645613,3,0,1,
193072,.258725,.1855104,.3265737,1,0,0,
193073,.468342,.330169,.7546576,3,0,0,
193074,.206175,.6169443,,3,1,0,2061.75
193075,.6850145,,,1,1,1,-10000
193076,.3362128,.1855124,.2383022,3,0,0,
193077,.6244628,,,2,1,1,-10000
193078,.170822,.1792669,.1557639,2,0,1,
193079,.2781441,.33166,.2224541,3,0,0,
193080,.1181808,.2107925,.0177116,2,0,0,
193081,.1856115,.2025208,.1245603,3,0,0,
193082,.1504993,.100059,.1163216,3,0,0,
193083,.1678842,.320516,.0929329,3,0,0,
193084,.2417654,,.5825743,3,1,0,2417.654
193085,.2894978,.234445,.8371818,2,0,1,
193086,.3076296,,.2514887,2,0,1,
193087,.4437215,.313642,.5200234,1,0,0,
193088,.2890747,.1644247,.5377569,1,0,0,
193089,.1710657,.9117112,.1687427,3,0,0,
193090,.2124922,.295022,.3239524,1,1,0,2124.922
193091,.1610386,.281708,.7139152,2,1,0,1610.386
193092,.3441855,.353959,.4885882,2,0,1,
193093,.194022,.120318,.1434352,2,0,0,
193094,.4400027,,.1828909,3,0,0,
193095,.1944054,.8597965,.3056598,3,1,0,1944.054
193096,.1735586,.1855146,.0354082,3,0,0,
193097,.1412447,.274759,.1369687,2,0,0,
193098,.2087252,.15262,.1435649,3,0,1,
193099,.330789,.162919,.3194051,2,0,0,
193100,.2861754,.371245,.2407049,2,0,0,
193101,.1963981,.1644266,.528574,2,0,0,
193102,.2063958,.1722067,.1203253,2,0,0,
193103,.2785249,.755559,.3362612,1,1,1,-10000
193104,.1370999,.1644248,.1487868,2,1,0,1370.999
193105,.1911623,,.2100926,2,1,0,1911.623
193106,.2069081,.1855136,.1058716,1,0,0,
193107,.4818552,,.3597343,3,0,0,
193108,.1807979,.212668,.1052465,3,0,0,
193109,.1336456,.6051936,.1487868,1,1,0,1336.456
193110,.3170033,.6451705,.383578,1,1,0,3170.032
193111,.136829,.133944,.0464877,3,0,0,
193112,.1851539,.9392917,.5707951,1,1,0,1851.539
193113,.1639935,.6242031,.1223647,1,0,0,
193114,.215764,.1855068,,2,0,0,
193115,.3502531,,.5298628,3,1,0,3502.531
193116,.1738035,.6403318,.0720825,2,0,0,
193117,.1886525,.1855094,.1937775,2,0,0,
193118,.548624,.353957,.7124571,3,0,1,
193119,.2098691,.1855075,.2260664,1,0,0,
193120,.1832625,.1644226,.1311198,1,0,0,
193121,.6829129,,.6364759,3,0,1,
193122,.5889193,,.951445,3,1,1,-10000
193123,.1803634,.109812,.0990556,2,0,0,
193124,.1753725,,.1979854,1,1,0,1753.725
193125,.1895873,.496296,.0703058,2,0,1,
193126,.2063965,,,3,1,0,2063.965
193127,.4576349,,.4136437,3,0,0,
193128,.2916215,,.3687379,1,1,0,2916.215
193129,.1645676,.1855101,.2444213,2,1,0,1645.676
193130,.4409121,.566978,.2121413,3,0,0,
193131,.4586798,.404006,.2959068,3,0,0,
193132,.2308412,.202828,.4581393,1,0,0,
193133,.6079091,,1,2,1,0,6079.091
193134,.2655663,.634378,.4004725,2,1,0,2655.663
193135,.261925,.925141,.5483994,1,1,0,2619.25
193136,.2061153,.148004,.2011717,2,0,0,
193137,.245063,.540592,.2475271,2,1,0,2450.63
193138,.1898525,.1855055,.1561232,1,0,0,
193139,.1941305,.2207378,.1067335,2,0,0,
193140,.4652615,.6715801,.5578193,2,1,0,4652.615
193141,.4367129,,,3,1,0,4367.129
193142,.2130389,,.3936468,2,1,1,-10000
193143,.1573181,.246822,.130265,2,0,0,
193144,.2121045,.232161,.1236475,1,0,0,
193145,.3539207,.1855087,.3676992,1,0,0,
193146,.1407756,.125627,.1535771,3,0,0,
193147,.1386828,.1644274,.3157013,1,1,1,-10000
193148,.1826745,.5437717,.2589187,3,1,0,1826.745
193149,.3031949,,.1971277,1,0,0,
193150,.3373761,.137913,.3410043,1,0,0,
193151,.1638919,.1528046,.0925862,2,0,0,
193152,.6190421,.309853,.5806096,1,0,0,
193153,.1898525,,.2811719,3,1,0,1898.525
193154,.1724899,.1855123,.1043843,2,0,0,
193155,.1904617,.116572,.5805,3,0,0,
193156,.1938251,.167353,.4107577,3,0,1,
193157,.1369057,.132026,.2525304,3,0,0,
193158,.1715015,.1528011,.4107577,3,0,0,
193159,.2138045,.1644241,.2368792,3,0,0,
193160,.5475577,.9029321,.536853,2,0,0,
193161,.1365412,.3239404,.1080133,3,0,0,
193162,.1733122,.8908741,.6319032,1,1,0,1733.122
193163,.6123185,,.6124445,1,1,1,-10000
193164,.14638,.4908271,.0860147,1,0,0,
193165,.1598437,.221264,.0755076,3,0,0,
193166,.1239542,.175004,.5377569,3,1,0,1239.542
193167,.1926499,.1792669,.612797,1,1,0,1926.499
193168,.1819866,.459456,.528574,2,1,0,1819.866
193169,.5739968,,.533026,2,0,1,
193170,.4509843,,.4885882,2,1,1,-10000
193171,.1848484,.1722095,.170693,1,1,0,1848.484
193172,.234524,.3907159,.186717,3,0,0,
193173,.2638806,.3826473,,3,1,0,2638.806
193174,.3801403,,.2268172,2,0,0,
193175,.394441,.8379297,.7983595,1,1,0,3944.41
193176,.476505,.354082,.3675292,2,0,0,
193177,.1735709,.1792664,.2198451,1,1,0,1735.709
193178,.552174,,,3,1,1,-10000
193179,.1763144,.485277,.1415514,1,0,0,
193180,.4468667,.193459,.5469031,3,0,1,
193181,.1851867,.2025164,.2172048,3,1,0,1851.867
193182,.1224363,.130941,.2680871,1,1,0,1224.363
193183,.168031,,.1525363,2,0,0,
193184,.217646,,.3793116,1,1,0,2176.46
193185,.3755432,.7861772,.743138,1,1,0,3755.432
193186,.184915,.4256503,.3238106,2,1,0,1849.15
193187,.2433844,,,3,1,0,2433.844
193188,.1285049,.1644271,.0438066,2,0,0,
193189,.1277605,.2441745,.877736,1,1,0,1277.604
193190,.134705,.1644251,.1868385,3,1,0,1347.05
193191,.1873278,.4368294,.1044204,3,0,0,
193192,.181805,.144967,.140232,3,0,0,
193193,.181648,.8338324,.1538695,2,0,0,
193194,.2038798,.1855108,.6113567,1,1,0,2038.798
193195,.2814315,.270227,.1356671,1,0,1,
193196,.6128753,,,3,1,1,-10000
193197,.3572074,.274851,.2536238,3,0,0,
193198,.2965115,.8338324,.1197194,3,0,0,
193199,.2109791,.1855089,.2666823,2,0,0,
193200,.2048667,.7746317,.2295087,2,1,0,2048.667
193201,.2476568,.199798,.5495047,1,0,0,
193202,.2038441,,.167568,3,0,0,
193203,.3100534,.267881,.3524354,3,0,0,
193204,.1445787,.137573,.0853911,2,0,0,
193205,.6639367,.370444,,2,0,0,
193206,.2563243,,.2828228,2,1,0,2563.243
193207,.1426543,.118957,.4506648,3,0,0,
193208,.4524792,,.4913336,2,1,0,4524.792
193209,.1811014,.1527936,.4425014,2,0,0,
193210,.1877508,,.149481,3,0,0,
193211,.4610436,,.5105373,2,1,0,4610.436
193212,.1358715,.2558188,.2006805,2,1,1,-10000
193213,.2065498,.16867,.2813689,3,0,1,
193214,.1895446,.302061,.2291676,2,1,0,1895.446
193215,.1801978,.198759,.146433,2,0,0,
193216,.1430633,.4493927,.0880508,1,0,0,
193217,.606631,,.9782625,2,1,0,6066.311
193218,.202809,.1644236,.2052281,3,0,0,
193219,.486663,.379232,,1,0,1,
193220,.1447862,.1792668,.2414902,2,1,0,1447.862
193221,.5391349,.273986,.7530309,2,0,1,
193222,.1364247,.1855127,.0849667,2,0,0,
193223,.2430172,.592897,.1810891,3,0,0,
193224,.3090844,.1644244,.1434732,2,0,1,
193225,.2324411,,.1702786,1,0,1,
193226,.1837426,.130212,.125633,3,0,0,
193227,.1635473,.4691201,.1215678,2,0,0,
193228,.3744469,.29948,.5134192,2,0,0,
193229,.3283259,.409801,,2,1,1,-10000
193230,.2040952,.9886705,.2496429,2,1,0,2040.952
193231,.1880537,.124413,.1043246,2,0,0,
193232,.2019211,,.2733243,3,1,0,2019.211
193233,.1445886,.118653,.1787907,3,0,0,
193234,.3847521,,.3751257,2,0,0,
193235,.2691439,.1792636,.1733174,3,0,0,
193236,.4566115,.424035,.2196418,2,0,1,
193237,.1601741,.276448,.7491038,3,1,1,-10000
193238,.6077187,.354564,.7584422,3,0,1,
193239,.1593751,.262194,.2925102,3,1,0,1593.751
193240,.1341918,.1792663,.1051129,2,0,0,
193241,.1921375,.2025182,.1699378,3,0,0,
193242,.2235578,,.5612099,2,1,0,2235.578
193243,.1255745,.3874535,.1039756,1,0,0,
193244,.3467733,.6872875,.4020827,3,1,0,3467.733
193245,.1927067,.1644208,.372849,2,0,0,
193246,.2246521,.268063,.37723,1,1,1,-10000
193247,.1683629,.1792669,.1401927,1,0,0,
193248,.1512813,.270572,.1748961,3,1,0,1512.813
193249,.1674254,.157709,.4885882,3,0,0,
193250,.1216325,.1644257,.7611603,3,1,0,1216.325
193251,.3088403,.126389,.1360762,3,0,0,
193252,.3466166,,.2855023,2,0,0,
193253,.1363859,.1855131,.0797579,2,0,0,
193254,.1090865,.1644274,.1004204,3,0,0,
193255,.2477901,.7559603,.198208,1,0,0,
193256,.1727597,.124496,.528574,1,0,0,
193257,.1857582,.184587,.2870392,1,1,0,1857.583
193258,.2355757,,.1548367,2,0,0,
193259,.2392091,,.2802365,2,1,0,2392.091
193260,.2648679,.246215,.2293591,3,0,0,
193261,.233034,.48058,.131397,1,0,0,
193262,.1590664,.5138173,.1003161,3,0,0,
193263,.1919245,.2616372,.1707344,3,0,1,
193264,.2169544,.217826,.1487868,2,0,0,
193265,.1817853,,.3623997,3,1,0,1817.853
193266,.6068066,,1,1,1,0,6068.066
193267,.8647052,.706277,.8711471,3,0,1,
193268,.3473496,,,2,1,1,-10000
193269,.3275905,,,3,1,0,3275.905
193270,.1882228,.167788,,1,0,1,
193271,.3631137,.384373,.2150408,3,0,1,
193272,.3669873,.9004362,.2378553,2,0,0,
193273,.2431016,.564716,.7236119,2,1,1,-10000
193274,.202999,.147918,.2062552,1,0,0,
193275,.159361,.093504,.0535962,3,0,0,
